GCP Platform Engineer,"Pinnacle Group, Inc.","Austin, TX",On-site,1 day ago,$75/hr (from job description) · Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3591466968/?eBP=CwEAAAGHzZ812-nejVf1wdxecG_9cmzWQNp6oKfqkDLJAoVgZh_J60HTvCGp96i1zWz-Cx5zW1bTCGUcgoDSjaSNjf5uFRhRz1k2MYGm_W2MatzmWAX3byTBr03i-FWWQa18Krsd_i-FUj4pNxiwD5l40GaH1hRVArD5XzJkbBDJtu4RzZleEYZWlV6jNXrxAvYf55QuiIzauKD0NcG0SXdhpUWDrlZlFJ_vjNq6D0YoQaX-Vt7Qpuz0rQzq9ijguyXJsatFcOCmzkwI6k0eJlUe8Xa7gWsjeVwypCq8lHNiew48iKGEWjA5SEwWXKfvxKco1c2nbo8jIBk-5M9Gw0TQsfMEb9mhnPKh0NDl63T8LLm3uytQ3CZCpX2Cbh5adgR_nVtT&refId=Olyl3lmAksvbXhqcHPfqqQ%3D%3D&trackingId=AZ1MXahb74hvk1QPlHmKng%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Hi All,

We have an excellent job opportunity with one of our clients. Please go through the job description below and if you are interested, please share your updated profile to proceed further.

Role : GCP Infrastructure Engineer",3600
Python Developer (Hybrid In Jersey City),Allegis Group,"Jersey City, NJ",Hybrid,1 day ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3587836792/?eBP=CwEAAAGHzZ9iffhoGTFF2SB3vOpItJpMLl6aCEvytlArg8H2HbEKszTWceQ-j6JEq4f3mnzEMoWrQWKX6RGJ3aIJF6cQxNIX5FpnrD3pkCNVSJZMypENQ_CGTM73FyRQg9aTQxe-Zt8fA6hKKx6Nwa_-lYntMyVmWvWFRSBKM_sE9UBJjW1ApJeFYnQehJJVR6tJ0_zSiRYpYVEXiyhVZv9MyZLzcxmUrnpzeKuoW85SPTCfP2k5OOgagK8AwuXvfP4IfFClKDPq89Fyba4kC49wPYwDK2Pl8IulwJ2aSreMTR_Muh9Q2U-8tOIi-aSxmaOi-1yGUtOoTuoZ36M6pyHQoV4J4srEb42q1qXj_F6CrOHzs0LoiA-6ReuHW_YIJnxg_6I2dcOO0Vx3uLk&refId=vi%2FN9ftxCOotJznFsO%2BL%2Bw%3D%3D&trackingId=QxdE2pC6b4z9ttfO%2BId49w%3D%3D&trk=flagship3_search_srp_jobs,,3600
Senior SQL Developer,Spencer's,"Egg Harbor, NJ",On-site,1 day ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3591446729/?eBP=JOB_SEARCH_ORGANIC&refId=njoBJr9QTJNdh0WxwDVhjA%3D%3D&trackingId=o2d9PqF9G8URdpvL98XvtQ%3D%3D&trk=flagship3_search_srp_jobs,,3600
Backend Software Developer,Actalent,"Redmond, WA",Hybrid,1 day ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3590643210/?eBP=JOB_SEARCH_ORGANIC&refId=fRfDktvoR3L41Y3hnRnaSg%3D%3D&trackingId=E%2FvNsGXrjlC%2FrlOysTjflQ%3D%3D&trk=flagship3_search_srp_jobs,,3600
Associate Data Engineer,Incedo Inc.,"Richmond, VA",Hybrid,1 day ago,"$60,000/yr - $65,000/yr · Full-time · Associate",https://www.linkedin.com/jobs/view/3575160760/?eBP=CwEAAAGHzZ9ifYY7WgS5wV9CjneKfw6nDaydYP7uNxnFb47xDfgi5u-XfS7p2sHEqR_6Wy1torRoO7ppqMiee1M0CycR3y2HRqndnidBNxvrEvPLLAis0LfdwOXGYIUnY7cjAmi_S1h00QY9hFzRNftS6e63ZVkuiGt54UMjt3Uifm6YpGceb7YJuQPB1aj35Jsd7xa5361uMr9PeyeQLDLM4rQmnWs_--SAdQE66BmKB3pOB8sTUR7qtfJbl7k24q5VAzQ_M6EZH8Hge0Qdc7L5UZ9sX0L-s-L18RQ4nGo42voeFnsCnFBn-DvfH5sdCO449KUJTvtM-UyrcqUQ7v9qce4AlexvW24wemYvJzRLzq3M_gDZUqGOZw5dFt6NIDW2zPRsJXU4vqO1&refId=vi%2FN9ftxCOotJznFsO%2BL%2Bw%3D%3D&trackingId=6ljXIYUjlomFXL0fjHGEYw%3D%3D&trk=flagship3_search_srp_jobs,,3600
Software Engineer,SAIC,"Vermont, United States",Remote,1 day ago,"$50,001/yr - $75,000/yr (from job description) · Full-time · Entry level",https://www.linkedin.com/jobs/view/3591286030/?eBP=CwEAAAGHzZ9ife8eumtgFEJePGiAeOwxClHuIIdGqcr--CP12JVAmwLEi3sDMTFsr1G-7EfHaj0uuqy-CvA0acm52WExeuLavDNCJwg7gLPUOJiKIGIsTlTFlSe_ukzVy8pA_rveFcnd583pZxDImBdG864DPmHM1c4lTh16QvdO_M5vcKLfCNQOWRiBeR_zv-OyMFSPFYAmIX4o0al1LwgBY6mxFs1Kk0qg59x9KqumKq8gBp-3EcAHNrFn72tC9dWBemLaB9gitXuXi_rqcqfcn6rDxEbiYwx_tu_-KPXywCv_Yh-F6IoMf587ZhFietvaV6KgerxF8HUcsJp1P5DNNo_Vlv88MtqmueYDzIODUeIeQ_UViL_RjRFW4fIvgRGEKy4G8NOXw__KRGU&refId=vi%2FN9ftxCOotJznFsO%2BL%2Bw%3D%3D&trackingId=S4KDaIYHi4RwgvKFWmiiWA%3D%3D&trk=flagship3_search_srp_jobs,,3600
"(Full time ) Sr Data Scientist ||Experiences 10+ || Santa Clara, CA (locals are preferred onsite)","Tanisha Systems, Inc","Santa Clara, CA",On-site,1 day ago,Full-time,https://www.linkedin.com/jobs/view/3586510778/?eBP=JOB_SEARCH_ORGANIC&refId=esOJmGc2G2OwahDUyDFBRA%3D%3D&trackingId=p8xRhM%2FHdMvQLiy3lahH5A%3D%3D&trk=flagship3_search_srp_jobs,,3600
"Software Engineer in Test, Arene",Woven by Toyota,"Ann Arbor, MI",Hybrid,1 day ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3591458195/?eBP=JOB_SEARCH_ORGANIC&refId=fRfDktvoR3L41Y3hnRnaSg%3D%3D&trackingId=LxqqGWHsBfV%2FWMxIAZyBAw%3D%3D&trk=flagship3_search_srp_jobs,,3600
Data Engineer - Ads Data,TikTok,"San Jose, CA",unknown,1 day ago,"$136,800/yr - $205,000/yr · Full-time",https://www.linkedin.com/jobs/view/3585486933/?eBP=CwEAAAGHzaAbVoLVJckFkV7AoHHmpxM-20oo2_c8um6HQHVhvGuqVITkgl-RhktzypUg_1cYRaJw79CZXnWqydBPAHGCVapg8G636SEVlRdFUhYIW0yvDpm7V5FYO7XFO_VfvNbLrHEYdsZTA14P3b9GTW_chk3NdbGCXamNm3oYauxFtDuBR3UX-gcZHL4KFNvifAhMXMxF37pS-HegyF35BC_N3WS0DhA4YRho8OeYHzQbNgYQZO1uSJLkvMOQlKJs-hO12ykjLPRVQ4WT0wKhVlhsImyIHXweOA1WPcAz4FCkscKIImlWpyVT1EIEZnYDodL2bSttpywRNOj1Weh7iAxmjijU1vI_Li0LqvOH30JllXHuHYd-JZkMfOnmCY8FP2auY3OgkfeH&refId=XPo4YarLPWwIj%2BxwvSu%2BgA%3D%3D&trackingId=9rv4bL%2FJEGdQAmVCJPi0OQ%3D%3D&trk=flagship3_search_srp_jobs,,3600
Big Data Developer,Trinity Technology Solutions LLC,"Pittsburgh, PA",On-site,1 day ago,Full-time · Associate,https://www.linkedin.com/jobs/view/3591726865/?eBP=CwEAAAGHzZ-2koEnUYYzBhPt6ucqboTDiSFNF2XkRDjgHtf38r6T-kwAFV9FHWoGEn59dLhxxo27m0MU8JQSKOj8HEziULAHCJ2tGGij7qD7qYIqDIvQwcHMzUk03xR5WGwMGHrRyIdZsEc_0gimAk1fLtCv2gh2yvR0qP_RVSMNLie1bW9YkjDErI3_REtjj35kSCVyEXc8i4Tk_gKxTBCZI6FJqHmYpP43SIUGnD_UyTPJDFoSRzrNuvfC0MKkdwZ9klKfoIKIU4-fIzw1gFtThnz7sIfb5EkXHhcOzc_gzUWg6OH7YX81OT98i9IHAHkd4XMugtpYL8NTX9i6vJ9KPJycY14Rx10xaRyCa0Sa9dzbQUJaMgLhD0R7gPxrXinqDfj_ifY&refId=njoBJr9QTJNdh0WxwDVhjA%3D%3D&trackingId=YbnUPLttQZUjgZr3DYjaYA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Software Engineer,JPMorgan Chase & Co.,"Wilmington, DE",On-site,1 day ago,Full-time,https://www.linkedin.com/jobs/view/3584912435/?eBP=JOB_SEARCH_ORGANIC&refId=njoBJr9QTJNdh0WxwDVhjA%3D%3D&trackingId=9C0fXry%2B9ZvI5ejIqJNYIA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Senior Data Engineer,Cincinnati Children's Hospital Medical Center,"Cincinnati, OH",On-site,1 day ago,$57.98/hr (from job description) · Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3591437456/?eBP=JOB_SEARCH_ORGANIC&refId=Eo7vPVTIL%2FYkM0UypZyd3A%3D%3D&trackingId=oGDgUsQusA6fb7rri7ZIsg%3D%3D&trk=flagship3_search_srp_jobs,,3600
Application Engineer,Bastian Solutions,"Maryland Heights, MO",On-site,1 day ago,Full-time · Associate,https://www.linkedin.com/jobs/view/3591467698/?eBP=CwEAAAGHzZ_6HDia02e4SSn6Xh2rhhWu_s2ELznRhJzYSUUGI_6lXnAdfjMzLBzLTIUy_3IvGpFlzn5CXUVK4YsSusI2DoAvtheZxGURPQ-yt3ggPfhWczciR6nL1omhisJ6DMGE7ANU-SOVLdy100KXQKFCdN6VQUGOI7gCC3WO-yrN_U2IcffdlbSImDj0-3T6A3nO20ZC5jw1dv0qKUuvfuDEZ7wmgn0ea0uamFtEYGQuiZKHZ6j8CycfzQpee-O8IJlBSGtOfF09BxY82fyrVB8L_ZKRpXsi5AIGJBtxAgVdBNKJIAebNsUfaM1MWBUl0bgaclPNmvYSSZJ2KaVGMI_FNZF30afYAX_y820bbnFCzLusrqL9vnHFcFbGYqjOBJ04zsA&refId=ffI7y%2FOAWcChjx5dJ6v8mQ%3D%3D&trackingId=9AcVLDXXajfr%2BLxCTwKYWA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Software Engineer II,Microsoft,"Michigan, United States",Remote,1 day ago,"$94,300/yr - $198,600/yr (from job description) · Full-time · Entry level",https://www.linkedin.com/jobs/view/3588581672/?eBP=JOB_SEARCH_ORGANIC&refId=2LmWPFMVwFzd9LmdCW%2FfwQ%3D%3D&trackingId=Q3vpHl1xGpYUvRQIl1lyiw%3D%3D&trk=flagship3_search_srp_jobs,,3600
Software Engineer,Enrich Biosystems Inc.,"Branford, CT",On-site,1 day ago,Full-time,https://www.linkedin.com/jobs/view/3590395892/?eBP=CwEAAAGHzZ8123bena5XnCTB0Gw5Om3fYZcJmKcXgC0ilXIQddQTfWukkCnk-m399IarDYgESoF5nbJCzQ0RE7slyr0Q1SSUwiKXAkHJyGr2onGbAqmwvqbbi5uBFHUqcBiCLGSvaB_HxdI1bHnpukzOkKpR3wo7UfqWa2-F8VzBvpghi6w_pZCjjr3ytoMd6MlpCjX26Ax3OFLLhl7B-BTN77LlheIEZDSWBu7KbJIDoU3chE7wqjlGuN8BN4MUjc4K9IFTRtFPwTnbY2APDOMdR9U8dlQq3LNkEmvQbkFrXm7uf8VhzUgHYCu0DWhR0o5GdsY6mCxsQKu_Iiru1EYpzkyI1lyR5BjQgf32_IHADUG4gPZlmH7-RsKHSDCwNVeoKsc_LOE&refId=Olyl3lmAksvbXhqcHPfqqQ%3D%3D&trackingId=tEnMLM6RFbj0m9Th3YCVWw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Software Engineer (Job code: ECR-008)

Position Summary:
Supporting software design and development of the product line, with a focus on performance and reliability requirements. Conduct feasibility studies and tests to improve the current design. Involve in all phases of development from initial concept to product. Present results and project assessments to senior management.
Responsibilities:
Qualifications:
Work authorization:",3600
"Site Reliability Engineer (Atlanta, GA / Hybrid)",Autodesk,"Atlanta, GA",unknown,1 day ago,"$90,700/yr - $156,530/yr (from job description) · Full-time",https://www.linkedin.com/jobs/view/3585988101/?eBP=JOB_SEARCH_ORGANIC&refId=soN2Lrafrxx1qnkD0HPaDQ%3D%3D&trackingId=xkM7%2F7QQC3hgYTSYbHa8IA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Senior Data Engineer,CVS Health,"Salt Lake City, UT",Remote,1 day ago,"$90,000/yr - $180,000/yr · Full-time · Mid-Senior level",https://www.linkedin.com/jobs/view/3584992746/?eBP=JOB_SEARCH_ORGANIC&refId=2rPjZtMq1F3bVYxliGlN3A%3D%3D&trackingId=9cz0liITY2bcfwTEZE9tmQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Description

At CVS Health, everything starts with our vision to reimagine health care by putting people at the center of all we do and redefine health care in America. Our strategy is focused on making bold moves to deliver solutions that are personalized, connected and increasingly digital.

To execute on our vision and strategic imperatives, the Mental Wellbeing (MWB) team is focused on building a modern, connected data ecosystem that accelerates the use of data, analytics, and advanced visualizations. We are looking for passionate, motivated and creative Data Engineer to join our team. We are on a mission to transform technology and Behavioral Health and with your skills, experience and innovative ideas you can play a pivotal role in executing our strategies and making our vision come true.

Responsibilities:

Develops scalable, repeatable and secure data structures and pipelines to organize, collect, standardize and integrate data that facilitate more complete, accurate and consistent data for insights and reporting
Builds efficient, high quality, integrated and increasingly real-time ETL/ELT processes using tools, programming languages and services (SSIS etc).
Delivers data capabilities and new data products to accelerate investments in data and democratize data across the enterprise and within the Health Care Business unit
Builds data models, data marts and extracts to support external/internal customers and third-party administrators
Analyzes data, understands complex systems and solves challenging data sourcing and integration problems
Promotes engineering excellence by simplifying, optimizing, and automating processes and workflows
Innovates by leveraging and practicing agile techniques to achieve efficiency, boost productivity and improve processes

Pay Range

The typical pay range for this role is:

Minimum: $ 90,000

Maximum: $ 180,000

Please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls. The actual salary offer will take into account a wide range of factors, including location.

Required Qualifications

3+ years of engineering experience in data and analytics platforms with strong SQL background.
3+ years of hands-on experience building ETL data pipelines (SSIS).
Proficiency in at least one programming language/framework such as Python, R, or PySpark.
Experience in GCP Cloud services such as Big Query, Composer, Airflow, DataProc.

Preferred Qualifications

Knowledge in Hadoop architecture, HDFS commands and experience designing & optimizing queries against data in the HDFS environment.
Experience with Azure cloud.
Agile practice experience with methodologies.
Healthcare domain experience.
Master’s degree or PhD preferred

Education

Bachelor's degree or equivalent work experience in Computer Science, Engineering, Machine Learning, or equivalent experience.

Business Overview

Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",3600
Test Engineer II,Sterling-Hoffman Life Sciences,"Beavercreek, OH",On-site,1 day ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3585955768/?eBP=CwEAAAGHzZ_6HJOIw-5MDq64gqwsQ9ZDhYjzlnnAxzotbRod5A9AwBW0Cgmdh0i5xLk7dYDLHXWxyc-ZXJc8aIRBbIefDXcHHpyzAPwpB9xMMvTnQij2fH3PMGFyZ4uA9K6uQjV-Z9ymtDUMgewWC68eAkkPp86LtVMcIlw_hjuiKgYCVcpjFNUuOGR1ijJWct3OElWUO_JC7ngxG2zuMlbP1Xf5YSJ6k8CvkAyVKIX5K252pDZxLcvNZ0EaxD5UiXe7Pglqq1FWD5cIyFxdImasMqzrpsr9wn1dowLlvW0-NURVpaTlPDyQ53X4MtZZPCksxtde_r4fAnyjYWx448uEUd1qnqy626MVjfIMlHUwEF84Sf68nkvjwfCRpncoCwvis6tW1pg&refId=ffI7y%2FOAWcChjx5dJ6v8mQ%3D%3D&trackingId=VAp5iN5jtJdkrbRWWIQCFA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Entry Level Software Developer,Actalent,"Fairborn, OH",On-site,1 day ago,"$65,000/yr (from job description) · Full-time · Entry level",https://www.linkedin.com/jobs/view/3590370256/?eBP=CwEAAAGHzaAbVRFpCqdiRpGRjUzwZgMd6uICbmVQTze6QbTagDoDuZHhoJhVwwVg6BHFz27mi6tnklCqB7buaBMIpFzbT0j1XJb2RMFMEsgJMf5OW3O0v4AMWdhOHvbeKfOgy4MZgpFjenJMvrN_GELMfdU_dLkFoOWpx7s5tOiAUOXwvCo9PpZpQ-1jespUerNegEi45wQ4mca9k09RVUgINUGLwK7Pq_g_XaqxxKcNY1FKWC351lv2-s89704ER4h-eW6twIhOP1yNO_DC0nFXZK1sR89DNuHMfdJx71DJx8kUEb_ZgaBp7TfcuoNWCxwpiYGJ6yl1z8SF0ejAHMlXdZybC6txXMHcGzTjpo7MEdBsprpjUX7-yhRHtLmVSt-Rd8TcTLRDIpQc&refId=XPo4YarLPWwIj%2BxwvSu%2BgA%3D%3D&trackingId=bfrNSYYaTHZt9DfvOse%2BEA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Sr Software Engineer,Autodesk,"San Francisco, CA",unknown,1 day ago,"$109,400/yr - $188,760/yr (from job description) · Full-time",https://www.linkedin.com/jobs/view/3585988150/?eBP=JOB_SEARCH_ORGANIC&refId=esOJmGc2G2OwahDUyDFBRA%3D%3D&trackingId=VLhGoosyGohGPsqrWYeMIA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Application Development Engineer II,Centene Corporation,"Ohio, United States",unknown,1 day ago,Full-time,https://www.linkedin.com/jobs/view/3586592798/?eBP=JOB_SEARCH_ORGANIC&refId=vi%2FN9ftxCOotJznFsO%2BL%2Bw%3D%3D&trackingId=AtZapPmHSBrZnp2%2F%2BOZqVQ%3D%3D&trk=flagship3_search_srp_jobs,,3600
Senior Software Developer,WebMD,"New York, NY",On-site,1 day ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3591706133/?eBP=CwEAAAGHzZ_DAtS4PBvmvQYQ7BOO6m-I85PmbGu_Xm6XVJ49DdVVhrypI-hqBP-vigpV4uaCnTkhAC_30W8Q5Wnr35LCBAqWLZsd3C1-f04xBm93C3Qln3ZVd43igwHVkAoINU0g8XAWcDkHxtXwbQablWj2ZJ_uYb7_QiYAl0UiZu9JkO80-WVJ7XgmGTOHkcHirVf9jCxnmWL9FPARPqFY2XHNO4ZBwZUivXv0eqY52t1LptT2wTWKni3QbjdNM6lqQaIBal57G-CrAP59qavfm0EMYfjBFIOh6ZgS-MIHtSk2FAcVXRXNhj0Ql-z6hvvZa0qbc7vjnOAJJc8-gIqXQ8s3xXDWdxjp1zcYZsu4tXMJyOP2F9KRFuRtissS-QejO-De&refId=voiLps4oILMFHYkuRrSmyQ%3D%3D&trackingId=AGctdr1OTNEpVk%2Bo4Y3kjA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Software Engineer,Actalent,"Syracuse, NY",On-site,1 day ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3590370308/?eBP=CwEAAAGHzaA1ljnOyAou9WD8j-XyQ_Z4cJSIkbgprSW6rbrw3N3JiAhroDq6pvHcARXn7repUWT4SZWgfsmuVUFbyamc3ObUGoxMwMLvtOFgP8_1AWjo-RpzocTd5ql1_ZFsiWC0OHrH7NXV0UcQJeorcfMoADjrHK1K6Gd3NzJisjF69ocEQ8BwC21FySW2-85JIIsAd7doMe29ITeGD7SyLHqJS-N78xIp8FyxLAoP5K-n3jHwW7jSe64AW-1TlzsOpOb_8unwDMtTxKdjg4guYMSvRVDSqkzLnpYPgqoU-eYDZ7zKO7KgszVEZo1oObmkvx3PiCjXqBkNOi0Qk3HC6fUdU1DmMyqv6uQ0NuIB7-CKettdSBRzzzNGbIX46KiYpFIsA7c&refId=RUP0i3uUReCX7g9r7MJ2pw%3D%3D&trackingId=NYP9y98RZPL6lRRcc8Ambw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Actalent is hiring a Software Engineer for a large Aerospace/DoD company located in Syracuse, NY. Position offers full time benefits, paid vacation, paid holidays, and OT pay. Work schedule offers flexibility (company works 4/10s, every Friday off). Please apply with an updated resume.

Qualifications

Coding in C++ Experience
Linux Experience
Design, Development and Unit Testing
Ability to obtain a Security Clearance Required

Description

Work is comprised of software maintenance activities including analyzing and troubleshooting problem reports from fielded systems, incorporating software fixes into existing software baseline, unit testing, performing software integration and software test.
The engineer will support multiple programs and participate in all phases of the software development lifecycle (design, code, and test)
The engineer will leverage software engineering processes and procedures while performing their respective software engineering and verification activities
In this important role the software engineer will collaborate with other engineering disciplines and program personnel and will participate in cross functional six sigma style product or process improvement meetings

About Actalent

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions.

The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",3600
Software Engineer II,Microsoft,"Louisiana, United States",Remote,1 day ago,"$94,300/yr - $198,600/yr (from job description) · Full-time · Entry level",https://www.linkedin.com/jobs/view/3588584544/?eBP=JOB_SEARCH_ORGANIC&refId=iGdLkTfSKumc1gFY4s4aRw%3D%3D&trackingId=UkxNzy4DC04i7gSdbO%2Bt8g%3D%3D&trk=flagship3_search_srp_jobs,,3600
Associate Data Engineer,Incedo Inc.,"Columbus, Ohio Metropolitan Area",Hybrid,1 day ago,"$60,000/yr - $65,000/yr · Full-time · Associate",https://www.linkedin.com/jobs/view/3575160800/?eBP=CwEAAAGHzZ-sL7G9Eudisj5lM-kgtRQdw5Khuoo8TmvqlJ_nw70kkDo3htE-f74NJOEkeRt8FBIETh2dogDZ_32y22odEe29UpRKnxk7n-u37Qfb3ZEW_1Qk0_45Qgfa5evyRdUH7Q-40bul8i3lhG2s42xoa3i-H2zKR4HHz4Rcs1ehqE2wWu2Mc-QZ-crsNlvMyly81UazvEQVmVDumsjFaoRCiGb3aKYqerPI1-zIX20lBzZEwsJDTu5od2iD2k33FfW9sAVmHKC_UXoQX_lUN-QW52Ise8qKZJ8lWPuloJDiyQGu7yqbduqBkuMaKNRPM_llqczJ3tF2AdXMxQM8xkRV8kcAsueTr1KIDhoHbv1KHxXoDuRxfgdJCaoIjABejCFX&refId=ZeGlU4gbds2dLuE3BOxjcA%3D%3D&trackingId=gS8W9UaP1Mi%2B0V3ZP5ftzQ%3D%3D&trk=flagship3_search_srp_jobs,,3600
Software Engineer II - Site Reliability Engineer,JPMorgan Chase & Co.,"Columbus, OH",On-site,1 day ago,Full-time,https://www.linkedin.com/jobs/view/3584911468/?eBP=JOB_SEARCH_ORGANIC&refId=soN2Lrafrxx1qnkD0HPaDQ%3D%3D&trackingId=%2FbO%2BjFSsmyLwuprojUvxiA%3D%3D&trk=flagship3_search_srp_jobs,,3600
Senior Software Engineer – Back End,Beyond Limits,"Glendale, CA",Hybrid,1 day ago,"$160,776/yr - $170,500/yr (from job description) · Full-time · Mid-Senior level",https://www.linkedin.com/jobs/view/3586591846/?eBP=JOB_SEARCH_ORGANIC&refId=d8TK64lgcL7C4BK5Bxi0QA%3D%3D&trackingId=cOoIgbAeWQnXSkgF1v4trA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Beyond Limits is a pioneering Artificial Intelligence engineering company creating advanced software solutions that go beyond conventional AI. Founded in 2014 with a legacy in space exploration, Beyond Limits is transforming proven technologies from Caltech and NASA’s Jet Propulsion Laboratory into advanced AI solutions, hardened to industrial strength, and put to work for forward-looking companies on earth. We leverage this unparalleled innovation portfolio, along with proprietary cognitive technologies, to help companies solve tough, complex, mission-critical problems and transform their business. We apply a unique hybrid approach to AI, combining numeric AI techniques like machine learning with higher-order symbolic AI and expert human knowledge to deliver intuitive cognitive reasoning and information. Our cognitive computing technology mimics human thought processes and provides explainable reasoning to aid human-like decision-making.

Position Overview

Beyond Limits is seeking a creative and passionate Senior Software Engineer to join our team. This position entails working within teams to build out cutting-edge software systems interfacing with cutting-edge A.I. (Artificial Intelligence) technologies. This role has exposure to many different technologies and business verticals creating huge room for learning and professional growth.

Job Duties/Responsibilities
Develop Java-based software using industry best practices
Writing and implementing efficient and reusable code in Java
Identify opportunities to improve existing Java code
Implement RESTful APIs defined by the system architect
Evaluate, debug and improve existing complex algorithms for production deployment
Implement scalable web microservices for deployment using Docker and Kubernetes in either public or private clouds
Collaborate closely with Technical Leads and Data Scientists to implement solutions for our customers’ hardest problems
Write clean and efficient testable code
Planning, designing, debugging, and coding software solutions for Java application development

Minimum Qualifications
8+ years of software design and development experience, strong fundamentals in computer science with experience in data structures, algorithms, and software design
BS or MS in Computer Science or a related degree
The ability to work independently when required in a project, with a strong ability to problem solve
Experience with RESTful API design

Preferred Qualifications
Experience with containers (Docker) and orchestration (Kubernetes)
Hands on experience with the following relational databases: MySQL, PostGRES
Technical familiarity with NoSQL databases like MongoDB, Cassandra, and/or Elasticsearch

This position is located in our Glendale, CA headquarters and is eligible to participate in the company's hybrid 3/2 work model.

Hiring Range: The hiring range for this position in Glendale, CA is $160,776 to $170,500 per year. The base pay actually offered will take into account internal equity and also may vary depending on the candidate’s geographic region, job-related knowledge, skills, and experience among other factors. A bonus and/or company stock options may be provided as part of the compensation package, in addition to the full range of medical, financial, and/or other benefits, dependent on the level and position offered.

Beyond Limits provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Beyond Limits complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.

Beyond Limits expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of Beyond Limit’s employees to perform their job duties may result in discipline up-to and including discharge.",3600
